Highest Offense Description,Latitude,Longitude,year
PAROLE VIOL,30.38265639,-97.68668719,2022
UNLAWFUL CARRYING WEAPON,30.2672999,-97.73885705,2022
FAMILY DISTURBANCE,30.19309861,-97.75259569,2022
INDECENT EXPOSURE,30.27303632,-97.6973133,2022
PROTECTIVE ORDER,,,2022
DISTURBANCE - OTHER,30.44884491,-97.81116525,2022
EVADING / FOOT,30.26739396,-97.74037858,2022
FAMILY DISTURBANCE,30.26293268,-97.69056168,2022
THEFT,,,2022
POSS CONTROLLED SUB/NARCOTIC,30.26426892,-97.73586516,2022
PROTECTIVE ORDER,30.28825175,-97.64123333,2022
DATING DISTURBANCE,30.20184665,-97.77187298,2022
FAMILY DISTURBANCE,30.17200811,-97.60932247,2022
AGG ROBBERY/DEADLY WEAPON,30.40415183,-97.63864413,2022
DWI,30.34421415,-97.73686136,2022
THEFT,30.25531662,-97.76108646,2022
AGG ROBBERY BY ASSAULT,30.23736711,-97.75447567,2022
ASSAULT WITH INJURY,30.34288432,-97.79725961,2022
DWI,30.24007607,-97.75310462,2022
AUTO THEFT,30.41821066,-97.67285512,2022
AUTO THEFT,30.3613413,-97.71686642,2022
FRAUD - OTHER,30.39866056,-97.66754068,2022
BURGLARY OF VEHICLE,30.39001822,-97.73657334,2022
CRIMINAL MISCHIEF,30.39001822,-97.73657334,2022
CRIMINAL MISCHIEF,30.38809694,-97.64844862,2022
CRED CARD ABUSE - OTHER,30.24348964,-97.72906863,2022
FAMILY DISTURBANCE,30.19208115,-97.84188178,2022
CRIMINAL MISCHIEF,30.35649014,-97.71608147,2022
DWI,30.37014181,-97.71225362,2022
HARASSMENT,30.34064575,-97.73056168,2022
AGG ROBBERY/DEADLY WEAPON,30.38280055,-97.6598167,2022
BURGLARY NON RESIDENCE,30.28569945,-97.6816035,2022
THEFT,30.26806853,-97.74231861,2022
STALKING,30.18534367,-97.88482454,2022
RENTAL CAR/FAIL TO RETURN,30.22060804,-97.67438354,2022
AGG ASSAULT,30.23445462,-97.72163125,2022
BURGLARY OF VEHICLE,30.33802276,-97.69507465,2022
BURGLARY NON RESIDENCE,30.23967702,-97.71823688,2022
THEFT,30.32262389,-97.72804869,2022
THEFT,30.2878764,-97.74190732,2022
THEFT OF BICYCLE,30.28262043,-97.75827685,2022
BURGLARY NON RESIDENCE,30.39226803,-97.70671552,2022
MAIL THEFT,30.29948141,-97.70804903,2022
THEFT OF LICENSE PLATE,30.27192931,-97.7529155,2022
AGG ASSAULT,30.1960122,-97.75728926,2022
THEFT BY SHOPLIFTING,30.25788603,-97.80700704,2022
BURGLARY OF VEHICLE,30.38207586,-97.74068594,2022
CRIMINAL MISCHIEF,30.27284332,-97.72403072,2022
PRACTICE MEDICINE W/OUT LICENS,30.36948487,-97.70649231,2022
FAMILY DISTURBANCE,30.17561586,-97.83527587,2022
ASSAULT BY CONTACT,30.20200809,-97.6668813,2022
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.44733663,-97.78589857,2022
THEFT CATALYTIC CONVERTER,30.21833487,-97.66215838,2022
THEFT FROM PERSON,30.23543163,-97.7448318,2022
THEFT OF BICYCLE,30.21069808,-97.66550459,2022
BURGLARY OF RESIDENCE,30.31594103,-97.71686429,2022
BURGLARY OF VEHICLE,30.32646583,-97.66874911,2022
ASSAULT WITH INJURY,30.19049955,-97.76943208,2022
AUTO THEFT,30.39151787,-97.83947264,2022
DEBIT CARD ABUSE,30.42987947,-97.76584441,2022
THEFT OF LICENSE PLATE,30.15608328,-97.75633429,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.24307585,-97.80019122,2022
HARASSMENT,30.27507527,-97.75918474,2022
AUTO THEFT,30.39151787,-97.83947264,2022
FORGERY AND PASSING,30.42530717,-97.75809548,2022
DISTURBANCE - OTHER,30.23955251,-97.73428097,2022
FORGERY AND PASSING,30.23971708,-97.87956258,2022
AUTO THEFT,30.26829473,-97.7400407,2022
THEFT,30.39796642,-97.74581418,2022
BURGLARY OF VEHICLE,30.40934374,-97.69873297,2022
BURGLARY OF VEHICLE,30.39425547,-97.7414181,2022
IDENTITY THEFT,30.27805052,-97.63587081,2022
AUTO THEFT,30.1542049,-97.75907127,2022
BURGLARY OF VEHICLE,30.38514788,-97.73850323,2022
AUTO THEFT,30.22518724,-97.76192687,2022
POSS OF DRUG PARAPHERNALIA,30.25105663,-97.73208637,2022
AUTO THEFT,30.40392382,-97.7091204,2022
AUTO THEFT,30.15608328,-97.75633429,2022
IDENTITY THEFT,30.1774568,-97.78329811,2022
FAILURE TO IDENTIFY,30.30041264,-97.71283199,2022
AGG ROBBERY/DEADLY WEAPON,30.36944245,-97.70066673,2022
AUTO THEFT,30.16594943,-97.78080692,2022
CRIMINAL MISCHIEF,30.21223442,-97.76952969,2022
BURGLARY OF VEHICLE,30.20482895,-97.75779826,2022
CRIMINAL MISCHIEF,30.14579898,-97.79066159,2022
POSSESSION OF MARIJUANA,30.285861,-97.6826322,2022
CRIMINAL MISCHIEF,30.42092143,-97.70967318,2022
THEFT FROM BUILDING,30.15967038,-97.84844257,2022
FRAUD - OTHER,30.29772794,-97.73985837,2022
BURGLARY OF VEHICLE,30.30700748,-97.71267193,2022
DISTURBANCE - OTHER,30.3314895,-97.70318623,2022
CRIMINAL TRESPASS,30.41745641,-97.70284301,2022
FORGERY AND PASSING,30.3036557,-97.75639698,2022
DISCLOSE/PROMO INTIMATE VISUAL,,,2022
FAMILY DISTURBANCE,30.4825002,-97.76315261,2022
THEFT CATALYTIC CONVERTER,30.21833487,-97.66215838,2022
ASSAULT WITH INJURY,30.39027593,-97.7426545,2022
AUTO THEFT,30.42988563,-97.69856501,2022
ASSAULT BY THREAT,30.27511169,-97.75935488,2022
CRIMINAL MISCHIEF,30.26172362,-97.73390591,2022
DEADLY CONDUCT,30.27522714,-97.7028749,2022
AUTO THEFT,30.21729993,-97.69088863,2022
ASSAULT ON PUBLIC SERVANT,30.26578376,-97.75012044,2022
THEFT BY SHOPLIFTING,30.47734224,-97.80298245,2022
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.24704005,-97.76982519,2022
AUTO THEFT,30.37544242,-97.68950215,2022
IDENTITY THEFT,30.20438795,-97.85972349,2022
AUTO THEFT,30.43854408,-97.76906066,2022
THEFT OF METAL,30.32911735,-97.73957262,2022
BURGLARY OF VEHICLE,30.15666796,-97.79023957,2022
BURGLARY OF VEHICLE,30.24418174,-97.81009928,2022
DWI,30.40100851,-97.72950953,2022
THEFT,30.20390571,-97.75319675,2022
INDECENT EXPOSURE,30.23653697,-97.71329824,2022
FAMILY DISTURBANCE,30.37051785,-97.70871941,2022
AUTO THEFT,30.44433211,-97.78570183,2022
BURGLARY OF VEHICLE,30.16452153,-97.83500558,2022
BURGLARY OF VEHICLE,30.47244517,-97.79232171,2022
BURGLARY OF VEHICLE,30.32104847,-97.77354003,2022
ASSAULT WITH INJURY,30.39785078,-97.66153467,2022
AGG ROBBERY/DEADLY WEAPON,30.19835661,-97.78925936,2022
BURGLARY OF VEHICLE,30.39095636,-97.69078995,2022
BURGLARY OF VEHICLE,30.18969945,-97.78888261,2022
FAMILY DISTURBANCE,30.29181616,-97.73151714,2022
BURGLARY OF VEHICLE,30.15455748,-97.75336208,2022
ASSAULT BY THREAT,30.25723542,-97.71851534,2022
BURGLARY OF RESIDENCE,30.24339067,-97.76270289,2022
ASSAULT BY CONTACT,30.24356875,-97.88264818,2022
BURGLARY OF VEHICLE,30.38514788,-97.73850323,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.35742942,-97.79566252,2022
CRASH/FAIL STOP AND RENDER AID,30.18429505,-97.71750704,2022
DOC ABUSIVE LANGUAGE,30.20147211,-97.74939882,2022
CRASH/FAIL STOP AND RENDER AID,30.20632663,-97.71730628,2022
EVADING VEHICLE,30.3026286,-97.66097267,2022
DATING DISTURBANCE,30.26627424,-97.74825693,2022
CRIMINAL MISCHIEF,30.4540371,-97.79788016,2022
CRIMINAL MISCHIEF,30.36621452,-97.75008837,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.20033189,-97.76888301,2022
THEFT CATALYTIC CONVERTER,30.21833487,-97.66215838,2022
THEFT OF LICENSE PLATE,30.37683129,-97.67419658,2022
AGG ROBBERY/DEADLY WEAPON,30.31639292,-97.70614651,2022
ASSAULT WITH INJURY,30.3508038,-97.70834566,2022
BURGLARY OF VEHICLE,30.1889235,-97.78969452,2022
THEFT,30.26845394,-97.74220053,2022
CRIMINAL MISCHIEF,30.35408688,-97.69062663,2022
BURGLARY OF VEHICLE,30.22329591,-97.86456611,2022
THEFT OF LICENSE PLATE,30.37683129,-97.67419658,2022
BURGLARY OF VEHICLE,30.20482895,-97.75779826,2022
THEFT,30.24698015,-97.76313002,2022
EXPLOSIVE ORDNANCE DISPOSAL,,,2022
MAIL THEFT,30.22751931,-97.7954241,2022
VIOL OF EMERG PROTECTIVE ORDER,30.35872369,-97.67384583,2022
DEBIT CARD ABUSE,30.4554496,-97.76805519,2022
DEBIT CARD ABUSE,30.30635266,-97.70916489,2022
DEL CONTROLLED SUB/NARCOTIC,30.320549,-97.71018957,2022
TERRORISTIC THREAT,30.29727219,-97.74248227,2022
THEFT,30.47658639,-97.7629865,2022
CRIMINAL MISCHIEF,30.31478434,-97.67706985,2022
BURGLARY OF RESIDENCE,30.35937461,-97.67419895,2022
THEFT BY SHOPLIFTING,30.24133844,-97.78373353,2022
BURGLARY OF VEHICLE,30.24201498,-97.78566694,2022
AUTO THEFT,30.16744175,-97.78890206,2022
ASSAULT WITH INJURY,30.30178349,-97.69866762,2022
THEFT,30.32755039,-97.69098571,2022
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.26080367,-97.73886053,2022
FAMILY DISTURBANCE,30.17057591,-97.78193501,2022
FAMILY DISTURBANCE,30.30491236,-97.71472259,2022
DWI,30.30552185,-97.66162478,2022
DWI,30.32520091,-97.6720718,2022
FAMILY DISTURBANCE,30.44234236,-97.76988964,2022
THEFT BY SHOPLIFTING,30.40249501,-97.72050896,2022
AGG ROBBERY/DEADLY WEAPON,30.27745594,-97.68569597,2022
THEFT BY SHOPLIFTING,30.33915243,-97.69116575,2022
DWI,30.29438661,-97.71848818,2022
CRIMINAL TRESPASS,30.36499057,-97.69790197,2022
FAMILY DISTURBANCE,30.35053891,-97.75466564,2022
THEFT,30.33915243,-97.69116575,2022
FAMILY DISTURBANCE,30.23376129,-97.69304502,2022
FAMILY DISTURBANCE,30.31233733,-97.73115087,2022
THEFT FROM PERSON,30.44268296,-97.6642088,2022
DATING DISTURBANCE,30.47525168,-97.80198951,2022
CRIMINAL TRESPASS/TRANSIENT,30.30250505,-97.73862378,2022
FAMILY DISTURBANCE,30.32967956,-97.76916398,2022
ASSAULT WITH INJURY,30.36679701,-97.69560063,2022
AUTO THEFT,30.13757475,-97.80032308,2022
ASSAULT BY CONTACT,30.3055783,-97.72986235,2022
DWI  .15 BAC OR ABOVE,30.36855694,-97.70402452,2022
DOC DISPLAY GUN/DEADLY PUB PLC,30.2737657,-97.69840878,2022
AUTO THEFT,30.26068194,-97.72055426,2022
POSS CONTROLLED SUB/NARCOTIC,30.20200809,-97.6668813,2022
DISTURBANCE - OTHER,30.21845238,-97.69622822,2022
ASSAULT W/INJURY-FAM/DATE VIOL,30.22813316,-97.73116767,2022
DWI,30.44116723,-97.66618073,2022
AUTO THEFT,30.15487844,-97.75373013,2022
POSS CONTROLLED SUB/NARCOTIC,30.27034003,-97.70583764,2022
DWI,30.38510569,-97.65943554,2022
CRIMINAL MISCHIEF,30.25909529,-97.71935525,2022
AUTO THEFT,30.26068194,-97.72055426,2022
FAMILY DISTURBANCE,30.43172659,-97.65449839,2022
ASSAULT WITH INJURY,30.26012598,-97.70949934,2022
POSS OF FIREARM BY FELON,30.35053891,-97.75466564,2022
FAMILY DISTURBANCE,30.24200034,-97.7568829,2022
FAMILY DISTURBANCE,30.27515598,-97.70101677,2022
CRIMINAL TRESPASS,30.21168113,-97.71325041,2022
CRIMINAL MISCHIEF,30.2859389,-97.70537816,2022
FAMILY DISTURBANCE,30.32889378,-97.72043498,2022
DOC DISCHARGE GUN - PUB PLACE,30.22771827,-97.70117264,2022
BURGLARY OF COIN-OP MACHINE,30.34300213,-97.6991464,2022
THEFT,30.37365504,-97.70840247,2022
THEFT,30.33915243,-97.69116575,2022
DWI,30.19024366,-97.77011322,2022
CRIMINAL TRESPASS,30.46627524,-97.80132365,2022
FAMILY DISTURBANCE,30.22771827,-97.70117264,2022
DISTURBANCE - OTHER,30.28723584,-97.70250327,2022
DWI,30.15556673,-97.79129078,2022
POSS CONTROLLED SUB/NARCOTIC,30.34836127,-97.69934888,2022
POSS CONTROLLED SUB/NARCOTIC,30.18248035,-97.7764796,2022
BURGLARY OF VEHICLE,30.27791669,-97.68576572,2022
DOC FIGHTING,30.27677066,-97.69033811,2022
DATING DISTURBANCE,30.40390628,-97.75232436,2022
VIOL OF PROTECTIVE ORDER,30.18010612,-97.7558709,2022
POSSESSION OF MARIJUANA,30.29817343,-97.74257535,2022
AUTO THEFT,30.26533402,-97.74664086,2022
ASSAULT ON PUBLIC SERVANT,30.22447956,-97.77369239,2022
CRIMINAL MISCHIEF-NO SUSPECT,30.25023556,-97.76706029,2022
AUTO THEFT,30.32008175,-97.69706473,2022
CRIMINAL MISCHIEF,30.32875913,-97.68066099,2022
CRIMINAL MISCHIEF-NO SUSPECT,30.22686633,-97.72500046,2022
BURGLARY OF VEHICLE,30.36591369,-97.65299286,2022
AGG ASSAULT,30.38989409,-97.64731989,2022
FAMILY DISTURBANCE,30.399436,-97.6157469,2022
AUTO THEFT,30.17625484,-97.77777756,2022
FAMILY DISTURBANCE,30.20387913,-97.78814818,2022
PROTECTIVE ORDER,30.17507619,-97.82273261,2022
HARASSMENT,30.24200034,-97.7568829,2022
BURGLARY OF RESIDENCE,30.26388102,-97.74537442,2022
BURGLARY OF RESIDENCE,30.26952953,-97.75052084,2022
BURGLARY OF RESIDENCE,30.26388102,-97.74537442,2022
THEFT,30.33802276,-97.69507465,2022
CRIMINAL MISCHIEF,30.23413646,-97.68311116,2022
AUTO THEFT,30.24862118,-97.77834595,2022
BURGLARY OF RESIDENCE,30.26388102,-97.74537442,2022
THEFT CATALYTIC CONVERTER,30.41174506,-97.65082047,2022
FAMILY DISTURBANCE,30.17618094,-97.80132435,2022
INDECENT EXPOSURE,30.21369268,-97.70860088,2022
ASSAULT WITH INJURY,30.39231704,-97.70830367,2022
ASSAULT BY THREAT,30.38344123,-97.74755852,2022
AUTO THEFT,30.39151787,-97.83947264,2022
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.36993463,-97.72800448,2022
FAMILY DISTURBANCE,30.1949111,-97.74428687,2022
FORGERY AND PASSING,30.35666732,-97.75894179,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.38657953,-97.72244396,2022
AUTO THEFT,30.26254646,-97.72553832,2022
FAMILY DISTURBANCE,30.19299708,-97.76505365,2022
THEFT,30.2137719,-97.73229873,2022
FAMILY DISTURBANCE,30.20471189,-97.73729234,2022
IDENTITY THEFT,30.14579898,-97.79066159,2022
FORGERY AND PASSING,30.30872463,-97.73405996,2022
CRIMINAL MISCHIEF-NO SUSPECT,30.26642975,-97.72134292,2022
BURGLARY OF VEHICLE,30.39353613,-97.72559956,2022
AUTO THEFT,30.46351146,-97.80301231,2022
THEFT,30.30033933,-97.7396519,2022
THEFT BY SHOPLIFTING,30.25788603,-97.80700704,2022
THEFT CATALYTIC CONVERTER,30.42139206,-97.69319261,2022
BURGLARY OF VEHICLE,30.24391457,-97.72737827,2022
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.34943336,-97.71019055,2022
CRIMINAL MISCHIEF,30.43167715,-97.76592982,2022
BOMB THREAT,30.23400749,-97.82250875,2022
THEFT OF TRAILER,30.29715473,-97.71747184,2022
BURGLARY OF VEHICLE,30.31200849,-97.70398348,2022
CRIMINAL TRESPASS,30.23393567,-97.79084334,2022
AGG ROBBERY BY ASSAULT,30.21599003,-97.735618,2022
BURGLARY OF VEHICLE,30.39482649,-97.82733425,2022
THEFT,30.29067402,-97.72674331,2022
THEFT,30.29290448,-97.64171207,2022
COUNTERFEITING,30.42991028,-97.80396427,2022
AGG ASSAULT,30.26099113,-97.73738858,2022
THEFT OF BICYCLE,30.22671474,-97.70628016,2022
BURGLARY OF VEHICLE,30.36383011,-97.71065852,2022
IDENTITY THEFT,30.40110306,-97.74546665,2022
THEFT BY SHOPLIFTING,30.40526665,-97.67189551,2022
FAMILY DISTURBANCE,30.27877743,-97.67195099,2022
AUTO THEFT,30.15147327,-97.79331622,2022
FAMILY DISTURBANCE,30.39222412,-97.61859303,2022
AUTO THEFT,30.16927229,-97.80063176,2022
DISCLOSE/PROMO INTIMATE VISUAL,,,2022
AUTO THEFT,30.15276867,-97.76150522,2022
ASSAULT BY CONTACT,30.44751766,-97.79086806,2022
POSS OF DRUG PARAPHERNALIA,30.26128247,-97.7368358,2022
CRIMINAL MISCHIEF,30.32917657,-97.7556012,2022
AUTO THEFT,30.29715473,-97.71747184,2022
EVADING / VEHICLE PURSUIT,30.3643777,-97.7176753,2022
ASSAULT WITH INJURY,30.17520501,-97.79912146,2022
AGG ASSAULT,30.28926823,-97.75118111,2022
FAMILY DISTURBANCE,30.41787791,-97.68735763,2022
FAMILY DISTURBANCE,30.29481333,-97.62982403,2022
CRIMINAL MISCHIEF,30.45015044,-97.78549404,2022
THEFT BY SHOPLIFTING,30.44196288,-97.66291141,2022
ROBBERY BY ASSAULT,30.17057591,-97.78193501,2022
THEFT CATALYTIC CONVERTER,30.2310247,-97.7973052,2022
BURGLARY NON RESIDENCE,30.17131786,-97.78646083,2022
AUTO THEFT,30.48633452,-97.80082495,2022
BURGLARY OF VEHICLE,30.2253837,-97.75214159,2022
FAMILY DISTURBANCE,30.23364383,-97.73071195,2022
THEFT CATALYTIC CONVERTER,30.2163855,-97.69335847,2022
DISCLOSE/PROMO INTIMATE VISUAL,,,2022
THEFT BY SHOPLIFTING,30.40249501,-97.72050896,2022
AUTO THEFT,,,2022
AUTO THEFT,30.31684209,-97.70055798,2022
AUTO THEFT,30.23205261,-97.72860737,2022
BURGLARY OF VEHICLE,30.40057166,-97.65286696,2022
ASSAULT BY CONTACT,30.30698583,-97.73552369,2022
BURGLARY OF VEHICLE,30.35824595,-97.79634193,2022
ASSAULT BY CONTACT,30.20652117,-97.77361093,2022
FAMILY DISTURBANCE,30.37286606,-97.71178308,2022
BURGLARY OF VEHICLE,30.38923896,-97.69287062,2022
AUTO THEFT,30.30636781,-97.7125942,2022
THEFT FROM AUTO,30.47027103,-97.8015806,2022
BURGLARY OF VEHICLE,30.30547321,-97.73308566,2022
AUTO THEFT,30.18905841,-97.85604464,2022
AGG ROBBERY/DEADLY WEAPON,30.23775992,-97.68583085,2022
AUTO THEFT,30.30636781,-97.7125942,2022
AGG ROBBERY/DEADLY WEAPON,30.29720616,-97.7073439,2022
CRIMINAL MISCHIEF,30.32104847,-97.77354003,2022
BURGLARY OF VEHICLE,30.25597248,-97.79715683,2022
BURGLARY OF VEHICLE,30.2942081,-97.74206376,2022
AIRPORT PLACES WEAPON PROHIBIT,30.20200809,-97.6668813,2022
THEFT OF LICENSE PLATE,30.21674422,-97.79600805,2022
CRED CARD ABUSE - OTHER,30.22913599,-97.8495533,2022
BURGLARY OF VEHICLE,30.25788603,-97.80700704,2022
THEFT BY SHOPLIFTING,30.15613523,-97.7923582,2022
CRIMINAL MISCHIEF,30.12799405,-97.80135873,2022
AUTO THEFT,30.25557064,-97.75730331,2022
THEFT BY SHOPLIFTING,30.2200027,-97.75439457,2022
CRIMINAL TRESPASS,30.32546825,-97.7402826,2022
ASSAULT BY CONTACT,30.30698583,-97.73552369,2022
BURGLARY OF VEHICLE,30.19644155,-97.86452094,2022
AGG ASSAULT,30.30512785,-97.68052762,2022
MAIL THEFT,30.28798283,-97.7672895,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.30216528,-97.78018678,2022
BURGLARY OF VEHICLE,30.47939973,-97.79936874,2022
DATING DISTURBANCE,30.22859787,-97.75933713,2022
BURGLARY OF VEHICLE,30.38657953,-97.72244396,2022
ASSAULT WITH INJURY,30.23111832,-97.73325052,2022
CRED CARD ABUSE - OTHER,30.19610888,-97.86381391,2022
BURGLARY OF VEHICLE,30.32104847,-97.77354003,2022
CRIMINAL MISCHIEF,30.17561586,-97.83527587,2022
THEFT,30.26280696,-97.72198906,2022
FRAUD - OTHER,30.3038249,-97.71547797,2022
THEFT FROM BUILDING,30.18616413,-97.80534291,2022
FRAUD - OTHER,,,2022
ASSAULT WITH INJURY,30.26637017,-97.73491511,2022
BURGLARY OF VEHICLE,30.38657953,-97.72244396,2022
FORGERY AND PASSING,30.17846295,-97.80003633,2022
IDENTITY THEFT,30.20754007,-97.85163795,2022
THEFT OF BICYCLE,30.32545194,-97.73798132,2022
BURGLARY OF VEHICLE,30.19671694,-97.86411181,2022
HARASSMENT,30.26528613,-97.74767505,2022
TERRORISTIC THREAT,30.30983033,-97.69863178,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.26254646,-97.72553832,2022
CRIMINAL MISCHIEF,30.26388102,-97.74537442,2022
POSSESSION OF MARIJUANA,30.32377912,-97.70581541,2022
AGG ASSAULT,30.18441886,-97.80178279,2022
FAMILY DISTURBANCE,30.32884413,-97.64198083,2022
FAMILY DISTURBANCE,30.35001297,-97.7031727,2022
THEFT-NO SUSPECT/FOLLOWUP,30.23509316,-97.71545645,2022
ASSAULT BY CONTACT,30.30698583,-97.73552369,2022
BURGLARY OF VEHICLE,30.46015591,-97.79910019,2022
AUTO THEFT,30.36920167,-97.74519033,2022
DATING DISTURBANCE,30.35234779,-97.75653908,2022
CRIMINAL TRESPASS/TRANSIENT,30.22825173,-97.78908949,2022
ASSAULT WITH INJURY,30.30491236,-97.71472259,2022
DISTURBANCE - OTHER,30.41400576,-97.7086714,2022
FAMILY DISTURBANCE,30.22491747,-97.84178535,2022
POSS CONTROLLED SUB/NARCOTIC,30.31684209,-97.70055798,2022
CRIMINAL MISCHIEF,30.42926019,-97.76719708,2022
FAMILY DISTURBANCE,30.37239143,-97.71561186,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.39482649,-97.82733425,2022
DWI  .15 BAC OR ABOVE,30.36968812,-97.74163113,2022
FAMILY DISTURBANCE,30.38029547,-97.69758837,2022
BURGLARY OF VEHICLE,30.37598194,-97.64913168,2022
CRIMINAL MISCHIEF,30.3560448,-97.73163671,2022
FAMILY DISTURBANCE,30.35393856,-97.68583557,2022
ASSAULT WITH INJURY,30.14077375,-97.69646132,2022
FAMILY DISTURBANCE,30.38664671,-97.68453143,2022
ASSAULT BY CONTACT,30.39763873,-97.74593085,2022
FAMILY DISTURBANCE,30.29051167,-97.74465087,2022
MAIL THEFT,30.31236814,-97.71106814,2022
RESISTING ARREST OR SEARCH,30.16777822,-97.72324641,2022
ASSAULT BY CONTACT,30.26373894,-97.74365146,2022
BURGLARY OF VEHICLE,30.2774456,-97.76684077,2022
DATING DISTURBANCE,30.24562343,-97.88985956,2022
DWI,30.23855989,-97.7232022,2022
CRUELTY TO ANIMALS,30.30639973,-97.66997517,2022
HARASSMENT OF A PUBLIC SERVANT,30.26735144,-97.73909331,2022
CRIMINAL TRESPASS,30.27676328,-97.69959766,2022
ASSAULT W/INJURY-FAM/DATE VIOL,30.35737558,-97.64113395,2022
FAMILY DISTURBANCE/PARENTAL,30.41482764,-97.66781711,2022
FAMILY DISTURBANCE,30.19760059,-97.80607899,2022
CRIMINAL TRESPASS,30.23361748,-97.82421975,2022
INTER EMERG PHONECALL FAM/DATE,30.18474729,-97.76661838,2022
FAMILY DISTURBANCE,30.30684289,-97.72226191,2022
FAMILY DISTURBANCE,30.41423164,-97.6451788,2022
CRIMINAL TRESPASS,30.41745641,-97.70284301,2022
FAMILY DISTURBANCE,30.36694207,-97.7284025,2022
TERRORISTIC THREAT,30.33915243,-97.69116575,2022
ROBBERY BY THREAT,30.23422117,-97.72043394,2022
POSS CONTROLLED SUB/NARCOTIC,30.23292127,-97.78339512,2022
DATING DISTURBANCE,30.45691808,-97.79030254,2022
ROBBERY BY THREAT,30.27058401,-97.74144944,2022
ASSAULT BY THREAT,30.21624142,-97.73594376,2022
FAMILY DISTURBANCE,30.20758268,-97.81857882,2022
FAMILY DISTURBANCE,30.2156655,-97.70354685,2022
FRAUD - OTHER,30.29230406,-97.6636324,2022
HARASSMENT,,,2022
MAIL THEFT,30.23777808,-97.68857347,2022
THEFT BY SHOPLIFTING,30.45465329,-97.82589259,2022
BURGLARY OF VEH-NO SUSPECT/FU,30.37721214,-97.74008712,2022
AGG ASSAULT WITH MOTOR VEH,30.26543655,-97.74708803,2022
AUTO THEFT,30.2398838,-97.73854831,2022
EVADING / FOOT,30.23768044,-97.72566498,2022
FAMILY DISTURBANCE,30.20438795,-97.85972349,2022
RESISTING ARREST OR SEARCH,30.20228012,-97.64254616,2022
BURGLARY OF VEHICLE,30.27888249,-97.7112014,2022
CRIMINAL TRESPASS,30.23588722,-97.72890938,2022
BURGLARY OF RESIDENCE,30.41432096,-97.67840164,2022
FAMILY DISTURBANCE,30.35353282,-97.6927032,2022
DISTURBANCE - OTHER,30.30765259,-97.75205538,2022
CRIMINAL TRESPASS,30.37589234,-97.7261306,2022
POSS CONTROLLED SUB/NARCOTIC,30.39283702,-97.74417834,2022
POSSESSION OF MARIJUANA,30.14035117,-97.79636773,2022
POCKET PICKING,30.25763077,-97.72644413,2022
CRIMINAL MISCHIEF,30.2591328,-97.72686614,2022
DWI,30.27685199,-97.76631469,2022
MAIL THEFT,30.37632539,-97.68510677,2022
FAMILY DISTURBANCE,30.41772144,-97.68497229,2022
FAMILY DISTURBANCE,30.26196623,-97.75093545,2022
ASSAULT BY THREAT,30.23523015,-97.86261401,2022
FAMILY DISTURBANCE,30.21408119,-97.79375047,2022
ARSON,30.23540184,-97.7234396,2022
ASSAULT ON PUBLIC SERVANT,30.30268518,-97.74481246,2022
THEFT BY SHOPLIFTING,30.26743058,-97.74354926,2022
BURGLARY OF RESIDENCE,30.24824713,-97.7739367,2022
ASSAULT BY CONTACT,30.2344781,-97.87770978,2022
POSS OF DRUG PARAPHERNALIA,30.21714425,-97.82806147,2022
RAPE,,,2022
THEFT,30.25787713,-97.75930426,2022
HARASSMENT,30.36790082,-97.72496373,2022
BURGLARY OF VEHICLE,30.31954402,-97.70328992,2022
BURGLARY OF VEHICLE,30.36365092,-97.6542166,2022
BURGLARY OF VEHICLE,30.43798685,-97.83720369,2022
HARASSMENT,30.2534983,-97.75299938,2022
ASSAULT WITH INJURY,30.43798685,-97.83720369,2022
DWI,30.27505593,-97.73614529,2022
FAMILY DISTURBANCE,30.32238174,-97.68082997,2022
IDENTITY THEFT,30.41710157,-97.75926355,2022
FRAUD - OTHER,30.36790082,-97.72496373,2022
ONLINE IMPERSONATION,30.36983057,-97.71586851,2022
FRAUD - OTHER,30.17246488,-97.8001904,2022
BURGLARY OF VEHICLE,30.40404983,-97.72041606,2022
AUTO THEFT,30.39885869,-97.6708572,2022
BURGLARY NON RESIDENCE,30.40144213,-97.67341623,2022
HARASSMENT,30.25893229,-97.69997951,2022
CHILD CUSTODY INTERFERE,30.34126447,-97.61004159,2022
BURGLARY OF VEHICLE,30.31309657,-97.73156469,2022
THEFT CATALYTIC CONVERTER,30.31347568,-97.70780144,2022
AGG ASSAULT,30.18028632,-97.74775889,2022
FAMILY DISTURBANCE,30.17369008,-97.83961789,2022
FAMILY DISTURBANCE,30.17841612,-97.75799259,2022
FORGERY AND PASSING,30.43063212,-97.696745,2022
