Highest Offense Description,Latitude,Longitude,year
CRIMINAL TRESPASS,30.22338277,-97.76259882,2024
ASSAULT WITH INJURY,30.26673013,-97.73897059,2024
AGG ASSAULT,30.23521914,-97.75611675,2024
BURGLARY OF VEHICLE,30.35628032,-97.71496448,2024
AUTO THEFT,30.21943415,-97.72766504,2024
DISTURBANCE - OTHER,30.37641239,-97.70753439,2024
THEFT OF LICENSE PLATE,30.20953921,-97.77324596,2024
FAMILY DISTURBANCE,30.15533677,-97.78926819,2024
DWI,30.29951543,-97.7740541,2024
ASSAULT WITH INJURY,30.22123421,-97.76448968,2024
THEFT,30.23883442,-97.72979918,2024
ASSAULT WITH INJURY,30.22554544,-97.68835418,2024
ABUSE OF 911,30.2341494,-97.87950134,2024
BURGLARY NON RESIDENCE,30.36046607,-97.71575791,2024
ASSAULT WITH INJURY,30.25718518,-97.7134983,2024
FAMILY DISTURBANCE,30.17309324,-97.81433261,2024
FRAUD - OTHER,30.4554496,-97.76805519,2024
CRIMINAL MISCHIEF,30.29166039,-97.69497278,2024
ASSAULT BY THREAT FAM/DATING,30.23205261,-97.72860737,2024
DATING DISTURBANCE,30.40514684,-97.64674579,2024
CRASH/FAIL STOP AND RENDER AID,30.24295964,-97.80168624,2024
DWI,30.22334411,-97.74701797,2024
FAMILY DISTURBANCE,30.35557227,-97.68410353,2024
FAMILY DISTURBANCE,30.3447253,-97.70042168,2024
BURGLARY OF VEHICLE,30.42846234,-97.68793668,2024
POSS OF DRUG PARAPHERNALIA,30.26654723,-97.73618725,2024
ARSON,30.35557227,-97.68410353,2024
ASSAULT BY THREAT,30.23781689,-97.7414673,2024
AUTO THEFT,30.35701731,-97.68428901,2024
INHALANT ABUSE,30.2342847,-97.8262707,2024
COUNTERFEITING,30.22504044,-97.7029622,2024
DWI,30.2099726,-97.68341627,2024
AUTO THEFT,30.28889207,-97.75175846,2024
AUTO THEFT,30.2651056,-97.73155576,2024
AGG ASSAULT,30.22554544,-97.68835418,2024
FAMILY DISTURBANCE,30.2243005,-97.67127628,2024
DWI,30.3991842,-97.67382119,2024
CRIMINAL MISCHIEF,30.22330562,-97.76026359,2024
BURGLARY OF VEHICLE,30.21104509,-97.86821677,2024
INTERFERE W PO SERVICE ANIMALS,30.26678154,-97.73824996,2024
AUTO THEFT,30.35712752,-97.67101646,2024
FAMILY DISTURBANCE,30.22998397,-97.77677394,2024
FAMILY DISTURBANCE,30.22813316,-97.73116767,2024
DWI,30.20396031,-97.75987326,2024
THEFT BY SHOPLIFTING,30.200441,-97.76444731,2024
BURGLARY OF VEHICLE,30.19048467,-97.75485953,2024
UNLAWFUL CARRYING WEAPON,30.43045045,-97.67009556,2024
BURGLARY OF RESIDENCE,30.30714138,-97.66939998,2024
MAIL THEFT,30.20968087,-97.88484098,2024
FORGERY- CERTIFICATE OF TITLE,30.3608351,-97.7114726,2024
AUTO THEFT,30.29948141,-97.70804903,2024
THEFT,30.40249501,-97.72050896,2024
BURGLARY OF VEHICLE,30.36492424,-97.61045826,2024
IDENTITY THEFT,30.3753298,-97.69324829,2024
FAMILY DISTURBANCE,30.3528642,-97.60841381,2024
ASSAULT WITH INJURY,30.27036314,-97.75039714,2024
DATING DISTURBANCE,30.29224368,-97.74162209,2024
VIOL OF BOND CONDITIONS,30.23059966,-97.71831164,2024
FAMILY DISTURBANCE,30.35627407,-97.75538445,2024
AGG ASSAULT,30.22684959,-97.74314883,2024
BURGLARY OF VEHICLE,30.16743795,-97.79051007,2024
DISTURBANCE - OTHER,30.30416717,-97.70156941,2024
AGG ROBBERY/DEADLY WEAPON,30.37602801,-97.67312752,2024
THEFT,30.43494008,-97.84006297,2024
INJURY TO ELDERLY PERSON,30.32465054,-97.69641678,2024
HARASSMENT,30.47699326,-97.80774829,2024
HARASSMENT,30.27247048,-97.8167713,2024
ASSAULT WITH INJURY,30.25639561,-97.7179298,2024
CRIMINAL MISCHIEF,30.22969016,-97.71445001,2024
MAIL THEFT,30.38106881,-97.71803782,2024
BURGLARY OF VEHICLE,30.30416717,-97.70156941,2024
THEFT FROM PERSON,30.27020584,-97.74968842,2024
FAMILY DISTURBANCE,30.39246849,-97.65547809,2024
DISTURBANCE - OTHER,30.25214599,-97.76508655,2024
THEFT,30.32514598,-97.71522286,2024
POSS OF DRUG PARAPHERNALIA,30.26743058,-97.74354926,2024
BURGLARY OF RESIDENCE,30.26342585,-97.73145528,2024
CRUELTY TO ANIMALS,30.24542257,-97.75159645,2024
THEFT BY SHOPLIFTING,30.36306069,-97.71715597,2024
AUTO THEFT,30.23696253,-97.74396405,2024
FAMILY DISTURBANCE,30.37531666,-97.68008133,2024
MAIL THEFT,30.21294416,-97.83917136,2024
DISTURBANCE - OTHER,30.1950565,-97.9062942,2024
AUTO THEFT,30.3666094,-97.73355926,2024
ASSAULT WITH INJURY,30.18419772,-97.79200962,2024
CRIMINAL MISCHIEF,30.45595385,-97.79940118,2024
THEFT BY SHOPLIFTING,30.39364853,-97.74623146,2024
BURGLARY OF VEHICLE,30.24418174,-97.81009928,2024
BURGLARY OF VEHICLE,30.39072639,-97.73636708,2024
CRIMINAL MISCHIEF,30.43775878,-97.75868324,2024
CRIMINAL MISCHIEF,30.15639407,-97.75729128,2024
FAMILY DISTURBANCE,30.25849493,-97.80204559,2024
AUTO THEFT,30.37699184,-97.71085251,2024
VIOL CITY ORDINANCE - WRECKER,30.37878544,-97.6898324,2024
DISTURBANCE - OTHER,30.45018258,-97.80883827,2024
THEFT OF BICYCLE,30.26814714,-97.74375818,2024
THEFT OF SERVICE,30.29929848,-97.68605079,2024
FRAUD - OTHER,30.25024463,-97.89596426,2024
THEFT BY EMBEZZLEMENT,30.36679701,-97.69560063,2024
BURGLARY OF VEH-NO SUSPECT/FU,30.32104847,-97.77354003,2024
DOC DISPLAY GUN/DEADLY PUB PLC,30.35764573,-97.70011339,2024
ONLINE IMPERSONATION,30.27898712,-97.62693987,2024
AUTO THEFT,30.35557227,-97.68410353,2024
BURGLARY OF VEHICLE,30.21191191,-97.77127991,2024
THEFT,30.39662638,-97.72418977,2024
CHILD CUSTODY INTERFERE,30.15784181,-97.78993651,2024
THEFT,30.22086455,-97.83308588,2024
THEFT FROM PERSON,30.27020584,-97.74968842,2024
HARASSMENT,30.39996378,-97.72546695,2024
THEFT OF LICENSE PLATE,30.25725932,-97.76017613,2024
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.43809342,-97.7707327,2024
AGG ASSAULT,30.36877702,-97.61445077,2024
BURGLARY OF VEHICLE,30.22866949,-97.73591041,2024
FRAUD - OTHER,30.23796034,-97.87099809,2024
THEFT,30.29522977,-97.78423373,2024
HARASSMENT,30.16552618,-97.78510052,2024
THEFT,30.41610171,-97.7455146,2024
THEFT,30.26743058,-97.74354926,2024
BURGLARY OF VEHICLE,30.29099778,-97.74257463,2024
DWI,30.19394123,-97.76344868,2024
BURGLARY OF VEHICLE,30.33966976,-97.71895403,2024
ASSAULT BY CONTACT FAM/DATING,30.40010686,-97.84371142,2024
AUTO THEFT,30.29913321,-97.66310117,2024
BURGLARY OF VEHICLE,30.27367009,-97.7694856,2024
TERRORISTIC THREAT,30.28475813,-97.7422097,2024
CRIMINAL TRESPASS,30.21104091,-97.82522732,2024
BURGLARY OF VEHICLE,30.3659152,-97.7872499,2024
CRIMINAL MISCHIEF,30.43509468,-97.76917465,2024
AUTO THEFT,30.38322269,-97.64986915,2024
CRIMINAL MISCHIEF,30.15353965,-97.75348736,2024
BURGLARY OF VEHICLE,30.24223642,-97.80113502,2024
CHILD CUSTODY INTERFERE,30.27270295,-97.72483619,2024
CRIMINAL TRESPASS,30.19297055,-97.77086721,2024
AUTO THEFT,30.38653244,-97.66204182,2024
UNLAWFUL CARRYING WEAPON,30.2672999,-97.73885705,2024
BURGLARY OF VEHICLE,30.31685503,-97.69770766,2024
HARASSMENT,30.21945452,-97.87403816,2024
BURGLARY OF VEHICLE,30.25165025,-97.70203139,2024
CRIMINAL MISCHIEF,30.15580623,-97.75924066,2024
DWI,30.44928974,-97.74658198,2024
AUTO THEFT,30.19029576,-97.73327898,2024
DWI,30.37774224,-97.6764808,2024
THEFT BY SHOPLIFTING,30.25964877,-97.71037091,2024
BURGLARY OF VEHICLE,30.32104847,-97.77354003,2024
TERRORISTIC THREAT,30.33061725,-97.72376181,2024
BURGLARY OF VEHICLE,30.34453693,-97.70156206,2024
AUTO THEFT,30.43679351,-97.83820902,2024
DWI  .15 BAC OR ABOVE,30.27883383,-97.74179832,2024
AUTO THEFT,30.28497809,-97.66407904,2024
AUTO THEFT,30.19394123,-97.76344868,2024
THEFT FROM PERSON,30.26741464,-97.73610371,2024
DWI  .15 BAC OR ABOVE,30.23046753,-97.73086406,2024
AUTO THEFT,30.30167785,-97.73471885,2024
ASSAULT BY CONTACT,30.19255839,-97.77859374,2024
THEFT FROM PERSON,30.27020584,-97.74968842,2024
AUTO THEFT,30.17742393,-97.80716381,2024
DEL CONTROLLED SUB/NARCOTIC,30.26587973,-97.73500753,2024
DWI,30.26560256,-97.74087661,2024
AUTO THEFT,30.24364128,-97.74850486,2024
FAMILY DISTURBANCE,30.44759799,-97.77621927,2024
AUTO THEFT,30.296747,-97.62618194,2024
AUTO THEFT,30.28475561,-97.66356546,2024
AUTO THEFT,30.34459044,-97.69707038,2024
ASSAULT WITH INJURY,30.26366923,-97.7711009,2024
AUTO THEFT,30.37455404,-97.71013214,2024
AUTO THEFT,30.38302588,-97.7659055,2024
THEFT BY SHOPLIFTING,30.40526665,-97.67189551,2024
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.4759097,-97.80775129,2024
DWI,30.38043547,-97.65429273,2024
THEFT FROM PERSON,30.18875106,-97.76891811,2024
THEFT,30.23270422,-97.76784287,2024
BURGLARY NON RESIDENCE,30.44295739,-97.78475416,2024
HARASSMENT,30.37694816,-97.6755891,2024
ARSON-CRIMINAL MISCHIEF,30.26763948,-97.73797025,2024
THEFT OF BICYCLE,30.25955655,-97.71137458,2024
ASSAULT BY THREAT,30.21714698,-97.85321203,2024
FAMILY DISTURBANCE,30.35940846,-97.68500671,2024
THEFT FROM PERSON,30.27020584,-97.74968842,2024
FAMILY DISTURBANCE,30.34949994,-97.69667299,2024
FAMILY DISTURBANCE,30.2271802,-97.70590961,2024
AUTO THEFT,30.36920579,-97.6911639,2024
BURGLARY OF VEHICLE,30.36917279,-97.80245837,2024
BREACH OF COMPUTER SECURITY,30.37497635,-97.70416035,2024
DWI,30.36314082,-97.69702639,2024
THEFT,30.35547286,-97.73354229,2024
THEFT,30.38465047,-97.73675596,2024
AUTO THEFT,30.35460161,-97.68584592,2024
ASSAULT WITH INJURY,30.28369931,-97.76832556,2024
THEFT,30.1943722,-97.77219145,2024
THEFT OF LICENSE PLATE,30.20263599,-97.75228709,2024
DWI,30.24063389,-97.73647554,2024
DWI,30.39374912,-97.70718597,2024
THEFT OF BICYCLE,30.31758511,-97.70540393,2024
THEFT,30.39459975,-97.7447116,2024
BURGLARY OF VEHICLE,30.25903641,-97.72780654,2024
RAPE OF A CHILD,,,2024
ASSAULT BY CONTACT,30.27185663,-97.69304878,2024
THEFT,30.2668793,-97.74076945,2024
THEFT OF LICENSE PLATE,30.25482331,-97.75610988,2024
ASSAULT WITH INJURY,30.26446401,-97.77054752,2024
ASSAULT BY CONTACT,30.19255839,-97.77859374,2024
DWI,30.20426213,-97.77397159,2024
BURGLARY OF VEHICLE,30.39986155,-97.72287431,2024
BURGLARY OF VEHICLE,30.26954298,-97.7381187,2024
CRIMINAL MISCHIEF,30.37214424,-97.73687382,2024
AUTO THEFT,30.28196584,-97.71040462,2024
AGG ASSAULT,30.36871033,-97.70372535,2024
AUTO THEFT,30.21058876,-97.71376454,2024
INDECENT EXPOSURE,30.36442773,-97.69460608,2024
THEFT OF BICYCLE,30.25955655,-97.71137458,2024
AUTO THEFT,30.30080934,-97.70064987,2024
CRIMINAL MISCHIEF,30.39438783,-97.67065387,2024
DISTURBANCE - OTHER,30.37887031,-97.71165791,2024
ASSAULT BY CONTACT FAM/DATING,30.45475017,-97.80558843,2024
IDENTITY THEFT,30.3221227,-97.72937156,2024
AGG ROBBERY/DEADLY WEAPON,30.29320183,-97.72013665,2024
DWI - CHILD PASSENGER,30.39191232,-97.74469492,2024
DWI,30.28298629,-97.72739457,2024
AUTO THEFT,30.32578983,-97.69444216,2024
THEFT FROM PERSON,30.27020584,-97.74968842,2024
AUTO THEFT,30.27791669,-97.68576572,2024
FAMILY DISTURBANCE,30.23883442,-97.72979918,2024
DWI,30.27467083,-97.7316687,2024
THEFT,30.20200809,-97.6668813,2024
CRIMINAL MISCHIEF,30.15647946,-97.7589379,2024
CRIMINAL MISCHIEF,30.15592221,-97.75680381,2024
BURGLARY NON RESIDENCE,30.20650703,-97.74526802,2024
ASSAULT WITH INJURY,30.39049057,-97.72041866,2024
FAMILY DISTURBANCE,30.17880311,-97.7589098,2024
DWI,30.27119837,-97.74939886,2024
TERRORISTIC THREAT,30.23677941,-97.72423225,2024
CRIMINAL TRESPASS,30.26854561,-97.73939075,2024
FAMILY DISTURBANCE,30.4368002,-97.73038347,2024
DISTURBANCE - OTHER,30.22198405,-97.77185517,2024
FAMILY DISTURBANCE,30.28421533,-97.74474684,2024
PROSTITUTION,30.36685695,-97.69196411,2024
INTERFERE W PO SERVICE ANIMALS,30.26678659,-97.73917819,2024
CRIMINAL TRESPASS,30.46398935,-97.78809029,2024
POSS CONTROLLED SUB/NARCOTIC,30.32875913,-97.68066099,2024
FAMILY DISTURBANCE,30.47572024,-97.81084584,2024
RESISTING ARREST OR SEARCH,30.2370828,-97.733337,2024
FAMILY DISTURBANCE,30.19123352,-97.81766198,2024
POSS OF FIREARM BY FELON,30.20524252,-97.75566255,2024
ASSAULT BY THREAT,30.35830737,-97.68882692,2024
FAMILY DISTURBANCE,30.44145878,-97.78048006,2024
DAMAGE CITY VEHICLE,30.29850094,-97.75814473,2024
FAMILY DISTURBANCE,30.35446843,-97.75230576,2024
POSS CONTROLLED SUB/OTHER,30.21736858,-97.767848,2024
DISTURBANCE - OTHER,30.32884413,-97.64198083,2024
FAMILY DISTURBANCE,30.34949994,-97.69667299,2024
FAMILY DISTURBANCE,30.37856547,-97.67585857,2024
BURGLARY OF VEHICLE,30.26969896,-97.69712242,2024
DOC FIGHTING,30.26706762,-97.73933857,2024
ASSAULT WITH INJURY,30.39632709,-97.70226143,2024
ASSAULT WITH INJURY,30.25839263,-97.73904571,2024
POSS OF DRUG PARAPHERNALIA,30.26834542,-97.73996329,2024
FAMILY DISTURBANCE,30.22892304,-97.75950583,2024
FRAUD - OTHER,30.23677941,-97.72423225,2024
DISTURBANCE - OTHER,30.24382345,-97.89036758,2024
FAMILY DISTURBANCE,30.39673595,-97.73053232,2024
POSS OF DRUG PARAPHERNALIA,30.27168083,-97.7407419,2024
CRIMINAL TRESPASS,30.2316152,-97.73645832,2024
DEADLY CONDUCT,30.1996283,-97.73520938,2024
FAILURE TO IDENTIFY,30.21163525,-97.79176279,2024
BURGLARY OF RESIDENCE,30.23433699,-97.71398508,2024
SEXUAL ASSAULT W/ OBJECT,,,2024
FAMILY DISTURBANCE,30.21973444,-97.70655236,2024
AGG ROBBERY/DEADLY WEAPON,30.16548757,-97.78952006,2024
BURGLARY NON RESIDENCE,30.25922112,-97.73188858,2024
THEFT OF METAL,30.39759159,-97.7051808,2024
FAMILY DISTURBANCE,30.19139265,-97.7655522,2024
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.19910744,-97.78621583,2024
ROBBERY BY ASSAULT,30.23513143,-97.72015908,2024
INJURY TO CHILD,30.39005165,-97.68359716,2024
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.24738587,-97.8536233,2024
THEFT,30.1860364,-97.68727976,2024
MAIL THEFT,30.3526289,-97.76506868,2024
THEFT BY EMBEZZLEMENT,30.17353946,-97.85494526,2024
CRIMINAL MISCHIEF,30.24484446,-97.82325331,2024
THEFT OF LICENSE PLATE,30.39425547,-97.7414181,2024
HARASSMENT,30.20807465,-97.78683119,2024
INDECENT EXPOSURE,30.35875702,-97.69971832,2024
MAIL THEFT,30.37111089,-97.67474763,2024
IDENTITY THEFT,30.40649671,-97.7708301,2024
POSS CONTROLLED SUB/NARCOTIC,30.21694518,-97.6927573,2024
AUTO THEFT,30.24657594,-97.83642103,2024
CRIMINAL MISCHIEF,30.23914389,-97.72716491,2024
POSS CONTROLLED SUB/NARCOTIC,30.2667552,-97.74184056,2024
FRAUD - OTHER,30.25417648,-97.76512442,2024
POSSESSION OF MARIJUANA,30.227178,-97.76162999,2024
FAMILY DISTURBANCE,30.22902371,-97.71265957,2024
BURGLARY OF VEH-NO SUSPECT/FU,30.20931001,-97.7559245,2024
THEFT OF SERVICE,30.26561085,-97.7691705,2024
ROBBERY BY THREAT,30.23820927,-97.72624303,2024
CHILD CUSTODY INTERFERE,30.2049032,-97.71629039,2024
AGG ASSAULT,30.19744703,-97.76518865,2024
FAMILY DISTURBANCE,30.34687975,-97.70234167,2024
DISTURBANCE - OTHER,30.21398279,-97.82981864,2024
BURGLARY NON RESIDENCE,30.25902315,-97.75310836,2024
POSS CONTROLLED SUB/OTHER,30.36842153,-97.70533501,2024
FAMILY DISTURBANCE,30.23405463,-97.86483587,2024
CRIMINAL MISCHIEF,30.22187242,-97.73721748,2024
THEFT OF AUTO PARTS,30.22863461,-97.70615193,2024
MAIL THEFT,30.28539427,-97.7024267,2024
POSS OF DRUG PARAPHERNALIA,30.26767504,-97.73809604,2024
CRIMINAL MISCHIEF,30.2656352,-97.73420615,2024
TERRORISTIC THREAT,30.45453189,-97.68453516,2024
AGG ASSAULT,30.26922352,-97.69513602,2024
THEFT OF BICYCLE,30.28279807,-97.74443308,2024
BURGLARY NON RESIDENCE,30.39425547,-97.7414181,2024
HARASSMENT,,,2024
THEFT FROM BUILDING,30.41253409,-97.69056972,2024
BURGLARY OF VEHICLE,30.34835496,-97.71125368,2024
BURGLARY OF VEHICLE,30.32846812,-97.70472387,2024
HARASSMENT,30.43580762,-97.65288995,2024
ASSAULT WITH INJURY,30.2606418,-97.73467325,2024
FAMILY DISTURBANCE,30.32578983,-97.69444216,2024
BURGLARY NON RESIDENCE,30.26269907,-97.69110353,2024
DISTURBANCE - OTHER,30.30981328,-97.68060169,2024
FAMILY DISTURBANCE,30.27174594,-97.70800794,2024
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.23539224,-97.73935,2024
GRAFFITI,30.23487714,-97.69540912,2024
THEFT,30.38801525,-97.71637103,2024
BURGLARY OF VEHICLE,30.3555099,-97.68081963,2024
THEFT OF BICYCLE,30.26190753,-97.7272538,2024
FRAUD - OTHER,30.39986155,-97.72287431,2024
BURGLARY OF VEHICLE,30.39716921,-97.71910498,2024
THEFT OF BICYCLE,30.26020456,-97.73793249,2024
AUTO THEFT,30.16104246,-97.79919214,2024
MAIL THEFT,30.26084978,-97.72514692,2024
MAIL THEFT,30.19130121,-97.7558002,2024
CRIMINAL MISCHIEF,30.4615946,-97.8031579,2024
THEFT OF LICENSE PLATE,30.21389554,-97.77805793,2024
DISTURBANCE - OTHER,30.32884413,-97.64198083,2024
THEFT,30.2067105,-97.78503376,2024
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.43498053,-97.74076403,2024
AUTO THEFT,30.16358776,-97.77878034,2024
THEFT OF LICENSE PLATE,30.25593982,-97.7389342,2024
THEFT OF LICENSE PLATE,30.22602826,-97.76189814,2024
CRIMINAL TRESPASS,30.23581695,-97.72262067,2024
FORGERY - OTHER,30.46298212,-97.79222522,2024
CRIMINAL MISCHIEF,30.17368492,-97.8063974,2024
IDENTITY THEFT,30.41932449,-97.67989185,2024
THEFT,30.23322022,-97.83668398,2024
AUTO THEFT,30.35511616,-97.71021678,2024
THEFT,30.24369822,-97.72850549,2024
CRIMINAL MISCHIEF,30.43379835,-97.66866996,2024
THEFT,30.22935819,-97.72621907,2024
ASSAULT BY CONTACT,30.26833485,-97.74229562,2024
THEFT BY SHOPLIFTING,30.40168382,-97.72673719,2024
BURGLARY NON RESIDENCE,30.38295874,-97.72982244,2024
THEFT OF BICYCLE,30.26763582,-97.74703862,2024
ASSAULT BY THREAT,30.3321855,-97.74032718,2024
CRIMINAL TRESPASS,30.38973342,-97.64647729,2024
THEFT FROM PERSON,30.26678659,-97.73917819,2024
THEFT OF LICENSE PLATE,30.38564359,-97.6752606,2024
DWI,30.39741899,-97.6730513,2024
BURGLARY OF VEHICLE,30.32253522,-97.73085999,2024
AUTO THEFT,30.16358776,-97.77878034,2024
CHILD CUSTODY INTERFERE,30.32727762,-97.74135315,2024
THEFT BY SHOPLIFTING,30.30178349,-97.69866762,2024
AGG ASSAULT,30.19731659,-97.77213239,2024
DEBIT CARD ABUSE,30.41432096,-97.67840164,2024
IDENTITY THEFT,30.33794844,-97.73494043,2024
THEFT BY SHOPLIFTING,30.41610171,-97.7455146,2024
THEFT BY SHOPLIFTING,30.40526665,-97.67189551,2024
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.23633812,-97.85433773,2024
AUTO THEFT,30.4428668,-97.77205005,2024
FALSE REPORT TO PEACE OFFICER,30.33351295,-97.69150727,2024
CRASH/FAIL STOP AND RENDER AID,30.40117742,-97.74601673,2024
MAIL THEFT,30.30179097,-97.64892252,2024
POSS CONTROLLED SUB/OTHER,30.41507195,-97.67694658,2024
FAMILY DISTURBANCE,30.2007591,-97.76934028,2024
DEBIT CARD ABUSE,30.24057725,-97.89739608,2024
CHILD CUSTODY INTERFERE,30.19688019,-97.7400674,2024
THEFT FROM PERSON,30.26678659,-97.73917819,2024
BURGLARY OF VEHICLE,30.35609488,-97.71450331,2024
DRIVING WHILE INTOX / FELONY,30.17960409,-97.75907839,2024
CRIMINAL MISCHIEF,30.19666535,-97.78857568,2024
AUTO THEFT,30.34664576,-97.69657342,2024
BURGLARY OF RESIDENCE,30.26840135,-97.68621045,2024
THEFT,30.40182453,-97.72270059,2024
DOC DISPLAY GUN/DEADLY PUB PLC,30.19835661,-97.78925936,2024
DOC DISCHARGE GUN - PUB ROAD,30.35517381,-97.6926551,2024
AUTO THEFT,30.15028477,-97.79551523,2024
BURGLARY OF RESIDENCE,30.34181113,-97.7172788,2024
THEFT OF LICENSE PLATE,30.3192622,-97.75481039,2024
BURGLARY OF VEHICLE,30.25750586,-97.74919503,2024
THEFT BY SHOPLIFTING,30.47734224,-97.80298245,2024
THEFT OF BICYCLE,30.4321554,-97.73964981,2024
ASSAULT BY CONTACT,30.24250171,-97.72809428,2024
ASSAULT BY CONTACT,30.27307747,-97.68530272,2024
DWI 2ND,30.47104169,-97.79798512,2024
THEFT,30.15758613,-97.83405816,2024
THEFT BY SHOPLIFTING,30.40110278,-97.726296,2024
AUTO THEFT,30.36926216,-97.69510501,2024
THEFT,30.39602299,-97.70513789,2024
AUTO THEFT,30.15135705,-97.76407136,2024
BURGLARY OF VEHICLE,30.30002753,-97.74340989,2024
THEFT FROM PERSON,30.3414466,-97.804118,2024
DWI,30.22060804,-97.67438354,2024
AUTO THEFT,30.15028477,-97.79551523,2024
DWI,30.3738038,-97.7187836,2024
DWI,30.22426667,-97.77088568,2024
ASSAULT WITH INJURY,30.33890768,-97.70200101,2024
AUTO THEFT,30.32791441,-97.73246184,2024
THEFT,30.29312679,-97.71242129,2024
ASSAULT WITH INJURY,30.23250067,-97.73753675,2024
TERRORISTIC THREAT-FAM/DAT VIO,30.19835661,-97.78925936,2024
ASSAULT BY CONTACT,30.26085822,-97.71948811,2024
THEFT FROM PERSON,30.26972876,-97.74935264,2024
MAIL THEFT,30.32576139,-97.71519031,2024
BURGLARY OF RESIDENCE,30.22316489,-97.68561967,2024
DOC DISPLAY GUN/DEADLY PUB PLC,30.36094913,-97.69316619,2024
THEFT BY SHOPLIFTING,30.33375231,-97.74082725,2024
INDECENCY WITH CHILD/EXPOSURE,,,2024
BURGLARY NON RESIDENCE,30.33659052,-97.69470795,2024
AGG ROBBERY/DEADLY WEAPON,30.21993462,-97.74189331,2024
FAMILY DISTURBANCE,30.22124866,-97.75959315,2024
AUTO THEFT,30.15028477,-97.79551523,2024
THEFT OF LICENSE PLATE,30.28275128,-97.73098824,2024
RESISTING ARREST OR SEARCH,30.35939974,-97.71485442,2024
BURGLARY NON RESIDENCE,30.26569213,-97.74585183,2024
DISTURBANCE - OTHER,30.22234103,-97.6698956,2024
FAMILY DISTURBANCE,30.25639561,-97.7179298,2024
POSS CONTROLLED SUB/NARCOTIC,30.26149352,-97.71208238,2024
THEFT BY SHOPLIFTING,30.40249501,-97.72050896,2024
FAMILY DISTURBANCE/PARENTAL,30.31530419,-97.70844911,2024
CRASH/FAIL STOP AND RENDER AID,30.30765926,-97.67354455,2024
FAMILY DISTURBANCE,30.31938172,-97.66020433,2024
FAMILY DISTURBANCE,30.19044595,-97.74014195,2024
BURGLARY NON RESIDENCE,30.40526665,-97.67189551,2024
AGG ASSAULT,30.36652906,-97.69300392,2024
UNLAWFUL CARRYING WEAPON,30.32304099,-97.68305013,2024
ASSAULT BY CONTACT,30.2316152,-97.73645832,2024
FAMILY DISTURBANCE,30.32884413,-97.64198083,2024
CRASH/FAIL STOP AND RENDER AID,30.35558129,-97.7032492,2024
FAMILY DISTURBANCE,30.32907286,-97.69733903,2024
FAMILY DISTURBANCE,30.16371759,-97.74390712,2024
ASSAULT WITH INJURY,30.18850338,-97.76506862,2024
DWI,30.25854609,-97.74677202,2024
ROBBERY BY THREAT,30.18952596,-97.76709929,2024
ASSAULT WITH INJURY,30.33162207,-97.62396043,2024
FAMILY DISTURBANCE,30.23322022,-97.83668398,2024
POSS CONTROLLED SUB/NARCOTIC,30.34459044,-97.69707038,2024
FAMILY DISTURBANCE,30.32812393,-97.68865551,2024
POSS CONTROLLED SUB/OTHER,30.33071247,-97.66491585,2024
CRIMINAL TRESPASS,30.45803812,-97.78964121,2024
CRIMINAL MISCHIEF,30.32755039,-97.69098571,2024
RAPE OF A CHILD,,,2024
DWI,30.29986072,-97.71651101,2024
DATING DISTURBANCE,30.23717176,-97.79231654,2024
CRASH/FAIL STOP AND RENDER AID,30.18581019,-97.75955888,2024
EVADING / FOOT,30.26309373,-97.73487656,2024
FAMILY DISTURBANCE,30.39679084,-97.72673305,2024
AUTO THEFT,30.21706458,-97.68934647,2024
ASSAULT WITH INJURY,30.26533402,-97.74664086,2024
BURGLARY OF COIN-OP MACHINE,30.36380148,-97.71477615,2024
CRIMINAL TRESPASS,30.40022631,-97.74672442,2024
FAMILY DISTURBANCE,30.22706738,-97.78015765,2024
POSSESSION OF MARIJUANA,30.26704861,-97.73799247,2024
FAMILY DISTURBANCE,30.19024366,-97.77011322,2024
DAMAGE CITY VEHICLE,30.22817644,-97.7750925,2024
FAMILY DISTURBANCE,30.41522742,-97.84737003,2024
AUTO THEFT,30.15028477,-97.79551523,2024
TERRORISTIC THREAT,30.16056764,-97.79244422,2024
BURGLARY OF VEHICLE,30.15135705,-97.76407136,2024
FAMILY DISTURBANCE,30.22664294,-97.72105703,2024
FAMILY DISTURBANCE,30.40905832,-97.71610123,2024
WARRANT ARREST NON TRAFFIC,30.23706273,-97.75097104,2024
FAMILY DISTURBANCE,30.23058427,-97.8652888,2024
EVADING / FOOT,30.23256094,-97.73196691,2024
CRIMINAL MISCHIEF,30.40359509,-97.70099377,2024
POSSESSION OF MARIJUANA,30.27089495,-97.73792392,2024
FAMILY DISTURBANCE,30.20152509,-97.81458549,2024
POSS CONTROLLED SUB/NARCOTIC,30.20291133,-97.80691213,2024
FAMILY DISTURBANCE/PARENTAL,30.22813316,-97.73116767,2024
