Highest Offense Description,Latitude,Longitude,year
THEFT,30.32070201,-97.65678187,2021
THEFT,30.19592966,-97.86379,2021
BURGLARY OF VEHICLE,30.29110936,-97.74346854,2021
FAMILY DISTURBANCE,30.34735538,-97.61763276,2021
BURGLARY OF VEHICLE,30.26508449,-97.73254805,2021
HARASSMENT,30.17212467,-97.79717642,2021
AUTO THEFT,30.24056887,-97.72515302,2021
WARRANT ARREST NON TRAFFIC,30.28335859,-97.66621542,2021
BURGLARY OF VEHICLE,30.41019764,-97.67837875,2021
THEFT BY SHOPLIFTING,30.42426596,-97.74830403,2021
DATING DISTURBANCE,30.29239187,-97.74391903,2021
EVADING / VEHICLE PURSUIT,30.25816841,-97.70336183,2021
POSSESSION OF MARIJUANA,30.2253837,-97.75214159,2021
CRASH/FAIL STOP AND RENDER AID,30.23021525,-97.7892183,2021
FRAUD - OTHER,30.15449008,-97.83029622,2021
ROBBERY BY ASSAULT,30.16548757,-97.78952006,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.32884413,-97.64198083,2021
AGG ASSAULT,30.36442773,-97.69460608,2021
THEFT OF BICYCLE,30.26721007,-97.74597591,2021
DWI,30.46678335,-97.80421861,2021
AGG ASSAULT,30.26922352,-97.69513602,2021
CRIMINAL MISCHIEF,30.20986553,-97.65145489,2021
FAMILY DISTURBANCE,30.32915471,-97.70400447,2021
BURGLARY OF VEHICLE,30.32104847,-97.77354003,2021
AUTO THEFT,30.31210955,-97.70837751,2021
AGG ASSAULT,30.35390559,-97.70603178,2021
FAMILY DISTURBANCE,30.36813878,-97.72327623,2021
AGG ASSAULT,30.39438783,-97.67065387,2021
AGG ASSAULT,30.206724,-97.78667997,2021
CRIMINAL MISCHIEF,30.48051276,-97.76953439,2021
BURGLARY OF VEHICLE,30.32884413,-97.64198083,2021
DWI,30.26281387,-97.72894976,2021
BURGLARY OF RESIDENCE,30.23855989,-97.7232022,2021
MAIL THEFT,30.36325556,-97.70408975,2021
CHILD CUSTODY INTERFERE,30.23150211,-97.83743153,2021
THEFT CATALYTIC CONVERTER,30.17923642,-97.77779051,2021
FAMILY DISTURBANCE,30.28165821,-97.74750586,2021
MAIL THEFT,30.18413969,-97.79712698,2021
THEFT,30.39908176,-97.84601911,2021
BURGLARY OF VEHICLE,30.32104847,-97.77354003,2021
ASSAULT BY CONTACT FAM/DATING,30.18508663,-97.8162613,2021
CRIMINAL TRESPASS,30.2692195,-97.73708494,2021
CRIMINAL MISCHIEF,30.23402135,-97.72209908,2021
BURGLARY OF VEHICLE,30.42105866,-97.75142713,2021
BURGLARY OF VEHICLE,30.31213589,-97.68785105,2021
CRIMINAL TRESPASS,30.26427596,-97.73390689,2021
CRIMINAL TRESPASS,30.2619872,-97.73863229,2021
BURGLARY OF RESIDENCE,30.24136087,-97.71692105,2021
FAMILY DISTURBANCE/PARENTAL,30.2249198,-97.77122623,2021
BURGLARY OF VEHICLE,30.32104847,-97.77354003,2021
FALSE ALARM OR REPORT,30.22813316,-97.73116767,2021
DATING DISTURBANCE,30.37682515,-97.75773752,2021
BURGLARY OF VEHICLE,30.29188705,-97.7231007,2021
FAMILY DISTURBANCE/PARENTAL,30.43172037,-97.65736465,2021
AGG ASSAULT,30.27015305,-97.74230702,2021
DISTURBANCE - OTHER,30.44582155,-97.77637116,2021
CRIMINAL MISCHIEF,30.32925414,-97.67959474,2021
FORGERY AND PASSING,30.3931639,-97.74633964,2021
DOC UNREASONABLE NOISE,30.41432096,-97.67840164,2021
BURGLARY OF VEHICLE,30.35119727,-97.79608335,2021
AGG ASSAULT,30.21097932,-97.75400531,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.28294177,-97.75702286,2021
AUTO THEFT,30.23781689,-97.7414673,2021
CRIMINAL MISCHIEF-NO SUSPECT,30.17264966,-97.82255192,2021
MAIL THEFT,30.30964203,-97.68149715,2021
THEFT BY SHOPLIFTING,30.43514814,-97.77185208,2021
RESISTING ARREST OR SEARCH,30.23165557,-97.73600747,2021
THEFT FROM BUILDING,30.32085369,-97.70935384,2021
POSS OF DRUG PARAPHERNALIA,30.24062827,-97.73728343,2021
DISTURBANCE - OTHER,30.29481333,-97.62982403,2021
AUTO THEFT,30.44827674,-97.78795296,2021
BURGLARY OF VEHICLE,30.28897341,-97.74788034,2021
THEFT,30.29099974,-97.72761241,2021
FAMILY DISTURBANCE,30.39233714,-97.73781482,2021
EVADING / FOOT,30.2697945,-97.71762067,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.39361966,-97.70973081,2021
AGG ASSAULT,30.23318509,-97.7400966,2021
THEFT OF BICYCLE,30.32246862,-97.74918618,2021
IDENTITY THEFT,30.20576586,-97.8740035,2021
ASSAULT BY CONTACT,30.17386346,-97.81699678,2021
THEFT,30.2975983,-97.64519763,2021
AGG ASSAULT WITH MOTOR VEH,30.33696292,-97.69957765,2021
CRIMINAL MISCHIEF,30.4120361,-97.69176384,2021
THEFT FROM BUILDING,30.47734224,-97.80298245,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.23931382,-97.73742964,2021
DISTURBANCE - OTHER,30.32292782,-97.68037111,2021
HARASSMENT,30.30432344,-97.716726,2021
ASSAULT BY THREAT,30.40492223,-97.71828234,2021
FORGERY AND PASSING,30.46693338,-97.7977408,2021
IDENTITY THEFT,30.25487387,-97.72639184,2021
EVADING VEHICLE,30.21962892,-97.74391251,2021
MAIL THEFT,30.37015158,-97.6550764,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.38691898,-97.64722828,2021
FAMILY DISTURBANCE,30.1625575,-97.82879596,2021
THEFT OF LICENSE PLATE,30.36948655,-97.69959977,2021
THEFT BY SHOPLIFTING,30.40007889,-97.72693605,2021
FAMILY DISTURBANCE,30.21463049,-97.75080439,2021
BURGLARY NON RESIDENCE,30.18986195,-97.68620619,2021
THEFT OF TRAILER,30.14857675,-97.8415569,2021
THEFT CATALYTIC CONVERTER,30.34127748,-97.7035599,2021
DATING DISTURBANCE,30.37292601,-97.75887572,2021
ASSAULT BY CONTACT,30.39092459,-97.74236106,2021
POSSESSION OF MARIJUANA,30.285861,-97.6826322,2021
HARASSMENT,30.23175543,-97.69513964,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.31896089,-97.70852083,2021
THEFT-NO SUSPECT/FOLLOWUP,30.41358272,-97.67568972,2021
THEFT,30.24487207,-97.76443422,2021
CRIMINAL MISCHIEF,30.40492223,-97.71828234,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.25658582,-97.79979877,2021
FORGERY AND PASSING,30.25134619,-97.7722579,2021
FAMILY DISTURBANCE,30.39968443,-97.67858577,2021
HARASSMENT,30.23738859,-97.74150413,2021
CRIMINAL MISCHIEF,30.26869979,-97.72720036,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.30033512,-97.62326346,2021
ASSAULT BY CONTACT,30.30698583,-97.73552369,2021
CRED CARD ABUSE - OTHER,30.26220967,-97.66800681,2021
THEFT OF TRAILER,30.22587372,-97.78416077,2021
FAMILY DISTURBANCE,30.27352134,-97.70057019,2021
FORGERY OF IDENTIFICATION,30.3920324,-97.72184897,2021
MAIL THEFT,30.23790553,-97.76306429,2021
POSS OF DRUG PARAPHERNALIA,30.30490831,-97.74539945,2021
ASSAULT WITH INJURY,30.16291061,-97.79312325,2021
THEFT OF LICENSE PLATE,30.37891237,-97.74065679,2021
FAMILY DISTURBANCE,30.22478271,-97.69497855,2021
BESTIALITY,30.37816451,-97.71036383,2021
HARASSMENT,30.23509316,-97.71545645,2021
FAMILY DISTURBANCE,30.43580762,-97.65288995,2021
CRIMINAL MISCHIEF,30.21987392,-97.69233836,2021
ASSAULT WITH INJURY,30.25820876,-97.75063675,2021
ASSAULT BY THREAT,30.23344133,-97.7280568,2021
BURGLARY OF VEHICLE,30.41401378,-97.7385481,2021
AGG ROBBERY/DEADLY WEAPON,30.37575318,-97.67366802,2021
DOC DISCHARGE GUN - PUB ROAD,30.33564396,-97.69749558,2021
FAMILY DISTURBANCE,30.3522535,-97.69281751,2021
CRIMINAL TRESPASS,30.2162593,-97.7357406,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.24881689,-97.85964342,2021
THEFT OF LICENSE PLATE,30.34064472,-97.7159184,2021
FORGERY AND PASSING,30.29705375,-97.71266329,2021
THEFT,30.38880625,-97.6448883,2021
THEFT BY SHOPLIFTING,30.30738273,-97.70923515,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.38691898,-97.64722828,2021
AUTO THEFT,30.28413071,-97.76295209,2021
IDENTITY THEFT,30.36817468,-97.86299208,2021
THEFT OF BICYCLE,30.26373894,-97.74365146,2021
AUTO THEFT,30.35979385,-97.68835483,2021
FAMILY DISTURBANCE,30.40514245,-97.64220521,2021
FAMILY DISTURBANCE,30.36926216,-97.69510501,2021
BURGLARY NON RESIDENCE,30.2685387,-97.75307901,2021
AUTO THEFT,30.33001137,-97.67817568,2021
FAMILY DISTURBANCE,30.1625575,-97.82879596,2021
THEFT-NO SUSPECT/FOLLOWUP,30.18324016,-97.78520637,2021
THEFT CATALYTIC CONVERTER,30.44433211,-97.78570183,2021
CRIMINAL MISCHIEF-NO SUSPECT,30.23069449,-97.79022237,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.29853759,-97.75340216,2021
MAIL THEFT,30.35565153,-97.72121972,2021
THEFT BY SHOPLIFTING,30.45465329,-97.82589259,2021
DWI,30.22898614,-97.83041156,2021
BURGLARY OF VEHICLE,30.40273819,-97.7238086,2021
THEFT BY SHOPLIFTING,30.39660724,-97.74388038,2021
ARSON,30.23266677,-97.7927328,2021
POSS OF ALCOHOL - AGE 17 TO 20,30.26834542,-97.73996329,2021
THEFT CATALYTIC CONVERTER,30.20200809,-97.6668813,2021
CRASH/CRIM NEG HOMICIDE,30.36073021,-97.79346026,2021
FAMILY DISTURBANCE,30.43494008,-97.84006297,2021
THEFT,30.43228935,-97.84065841,2021
THEFT FROM AUTO,30.31725857,-97.69018968,2021
CRIMINAL MISCHIEF,30.37075882,-97.7211975,2021
DISTURBANCE - OTHER,30.31066808,-97.68829387,2021
AGG ASSAULT,30.3613413,-97.71686642,2021
THEFT,30.26371681,-97.75742498,2021
CRIMINAL MISCHIEF,30.24748406,-97.7335828,2021
BURGLARY OF VEHICLE,30.33327868,-97.61231214,2021
DISTURBANCE - OTHER,30.27905153,-97.73272313,2021
AUTO THEFT,30.35614912,-97.68047539,2021
UNLAWFUL CARRYING WEAPON,30.32078038,-97.69586313,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.35451993,-97.72643239,2021
FAILURE TO REG AS SEX OFFENDER,,,2021
POSS CONTROLLED SUB/NARCOTIC,30.22967724,-97.73014105,2021
BURGLARY OF RESIDENCE,30.15615572,-97.75911425,2021
FAMILY DISTURBANCE,30.23973812,-97.71651521,2021
THEFT,30.37323277,-97.63607911,2021
ROBBERY BY ASSAULT,30.3560448,-97.73163671,2021
CRUELTY TO ANIMALS,30.24194037,-97.75773026,2021
HARASSMENT,30.27136619,-97.74817445,2021
CRIMINAL MISCHIEF,30.28944513,-97.67203399,2021
VIOL OF BOND CONDITIONS,30.26753567,-97.71973824,2021
FAMILY DISTURBANCE,30.19454554,-97.74334683,2021
TERRORISTIC THREAT,30.33019757,-97.68904889,2021
THEFT,30.37001176,-97.69036788,2021
CRIMINAL TRESPASS,30.25314248,-97.72173087,2021
BURGLARY OF VEHICLE,30.31393793,-97.77032723,2021
AGG ASSAULT,30.37099126,-97.69385871,2021
ASSAULT WITH INJURY,30.31251546,-97.70483191,2021
AGG ASSAULT,30.26713756,-97.73939689,2021
CRIMINAL TRESPASS,30.35905154,-97.71463869,2021
POSS CONTROLLED SUB/OTHER,30.28918409,-97.70724523,2021
CHILD CUSTODY INTERFERE,30.24461571,-97.87485133,2021
IDENTITY THEFT,30.19159922,-97.74263115,2021
IDENTITY THEFT,30.37717875,-97.75891127,2021
THEFT OF LICENSE PLATE,30.27709115,-97.7511139,2021
BURGLARY OF RESIDENCE,30.2708609,-97.70602309,2021
VIOL CITY ORDINANCE - WRECKER,30.32354319,-97.7386604,2021
THEFT BY SHOPLIFTING,30.36015962,-97.71610559,2021
THEFT BY SHOPLIFTING,30.17542488,-97.82564841,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.36388334,-97.68367542,2021
DWI  .15 BAC OR ABOVE,30.15562139,-97.79127352,2021
POSS CONTROLLED SUB/NARCOTIC,30.19061184,-97.7722943,2021
DOC DISCHARGE GUN - PUB ROAD,30.20084193,-97.80978107,2021
EVADING / FOOT,30.23883442,-97.72979918,2021
BURGLARY OF VEHICLE,30.38111855,-97.65802975,2021
AUTO THEFT,30.23619034,-97.78472466,2021
BURGLARY OF VEHICLE,30.22860695,-97.78551387,2021
ASSAULT BY CONTACT,30.19680597,-97.74319442,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.42988563,-97.69856501,2021
AUTO THEFT,30.32578983,-97.69444216,2021
DISTURBANCE - OTHER,30.37276703,-97.69113929,2021
FAMILY DISTURBANCE,30.4052898,-97.74345679,2021
THEFT,30.28092098,-97.73933389,2021
DISTURBANCE - OTHER,30.31554109,-97.70229583,2021
BURGLARY OF VEHICLE,30.26588685,-97.76935644,2021
BURGLARY OF VEHICLE,30.28008154,-97.74338414,2021
AUTO THEFT,30.30416717,-97.70156941,2021
THEFT,30.42196629,-97.70213599,2021
AUTO THEFT,30.34949994,-97.69667299,2021
CRIMINAL TRESPASS/TRANSIENT,30.17192295,-97.79948924,2021
THEFT OF BICYCLE,30.3885533,-97.74124779,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.40133416,-97.75120339,2021
AUTO THEFT,30.33351295,-97.69150727,2021
FRAUD - OTHER,30.19488515,-97.76827721,2021
FAMILY DISTURBANCE,30.35305649,-97.70177677,2021
FAMILY DISTURBANCE,30.40514245,-97.64220521,2021
ASSAULT BY THREAT,30.24708096,-97.73201607,2021
BURGLARY OF VEHICLE,30.32104847,-97.77354003,2021
BURGLARY NON RESIDENCE,30.17938079,-97.77579237,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.32104847,-97.77354003,2021
FAMILY DISTURBANCE,30.3805642,-97.65216055,2021
ASSAULT WITH INJURY,30.36438192,-97.7139738,2021
AUTO THEFT,30.24347409,-97.72722227,2021
FAMILY DISTURBANCE,30.26800591,-97.73895215,2021
TERRORISTIC THREAT,30.26835472,-97.73743455,2021
THEFT FROM BUILDING,30.34882319,-97.67601201,2021
BURGLARY NON RESIDENCE,30.28636919,-97.74353868,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.35138528,-97.70773047,2021
THEFT CATALYTIC CONVERTER,30.39837174,-97.72156621,2021
MAIL THEFT,30.35824595,-97.79634193,2021
CRIMINAL TRESPASS,30.30594043,-97.64664844,2021
MAIL THEFT,30.20006461,-97.7566651,2021
FAMILY DISTURBANCE,30.17004451,-97.61605997,2021
THEFT FROM PERSON,30.26735144,-97.73909331,2021
POSS/PROMO CHILD PORNOGRAPHY,30.33786402,-97.68098138,2021
CRIMINAL TRESPASS,30.40860276,-97.67879394,2021
ASSAULT WITH INJURY,30.17192295,-97.79948924,2021
MAIL THEFT,30.2377153,-97.88605284,2021
DATING DISTURBANCE,30.20473083,-97.79170379,2021
CRIMINAL MISCHIEF,30.31271446,-97.70742907,2021
FRAUD - OTHER,30.29971311,-97.73684148,2021
ASSAULT BY CONTACT,30.23729668,-97.74443972,2021
DEBIT CARD ABUSE,30.1984859,-97.82958381,2021
TERRORISTIC THREAT,30.47625067,-97.78034874,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.35245508,-97.7952955,2021
POSSESSION OF MARIJUANA,30.35852282,-97.69514821,2021
CRIMINAL MISCHIEF,30.36476357,-97.71501962,2021
BURGLARY OF RESIDENCE,30.19385341,-97.81201203,2021
FAMILY DISTURBANCE,30.22484581,-97.72059573,2021
THEFT CATALYTIC CONVERTER,30.38147629,-97.72900913,2021
BURGLARY OF VEHICLE,30.35122565,-97.79626653,2021
AUTO THEFT,30.35242664,-97.6860071,2021
FAMILY DISTURBANCE,30.34664576,-97.69657342,2021
ASSAULT BY THREAT FAM/DATING,30.22123421,-97.76448968,2021
BURGLARY OF RESIDENCE,30.27070053,-97.70611618,2021
ROBBERY BY ASSAULT,30.34830137,-97.70313057,2021
IDENTITY THEFT,30.19218884,-97.84529825,2021
CRIMINAL MISCHIEF,30.35824595,-97.79634193,2021
IDENTITY THEFT,30.22530861,-97.87770221,2021
BURGLARY OF VEHICLE,30.27829246,-97.75682372,2021
BURGLARY OF RESIDENCE,30.33086098,-97.6882761,2021
FAMILY DISTURBANCE,30.3507478,-97.71987788,2021
FORGERY AND PASSING,30.4465833,-97.7889627,2021
BURGLARY OF VEHICLE,30.32104847,-97.77354003,2021
DEADLY CONDUCT,30.4443178,-97.77461123,2021
ASSAULT BY CONTACT,30.20200809,-97.6668813,2021
CRIMINAL TRESPASS,30.23096955,-97.79174808,2021
THEFT,30.28490531,-97.74690866,2021
DWI,30.26949283,-97.77652933,2021
FAMILY DISTURBANCE,30.15525407,-97.75954653,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.16923414,-97.83578267,2021
UNLAWFUL CARRYING WEAPON,30.27355468,-97.69791071,2021
TERRORISTIC THREAT,30.34949994,-97.69667299,2021
BURGLARY OF VEHICLE,30.2316152,-97.73645832,2021
CRIMINAL MISCHIEF,30.17507619,-97.82273261,2021
AUTO THEFT,30.26510184,-97.73774381,2021
CRIMINAL MISCHIEF,30.37517136,-97.69062932,2021
CRIMINAL TRESPASS/TRANSIENT,30.26099113,-97.73738858,2021
POSS OF DRUG PARAPHERNALIA,30.2679761,-97.73761583,2021
IDENTITY THEFT,30.26755343,-97.73467415,2021
FAMILY DISTURBANCE,30.22251739,-97.70023757,2021
CRIMINAL MISCHIEF,30.36476357,-97.71501962,2021
VIOL OF EMERG PROTECTIVE ORDER,30.27343336,-97.7534425,2021
FAMILY DISTURBANCE,30.17038443,-97.61989638,2021
THEFT,30.21515669,-97.76877761,2021
ASSAULT BY CONTACT,30.34898631,-97.69590374,2021
THEFT OF LICENSE PLATE,30.33292043,-97.66409381,2021
BURGLARY OF RESIDENCE,30.17368492,-97.8063974,2021
GRAFFITI,30.28944513,-97.67203399,2021
ASSAULT BY THREAT,30.40359509,-97.70099377,2021
CRIMINAL MISCHIEF,30.25700763,-97.74726628,2021
CRIMINAL MISCHIEF,30.3206178,-97.70978825,2021
AGG ROBBERY/DEADLY WEAPON,30.35465196,-97.70433696,2021
FAMILY DISTURBANCE,30.43500959,-97.71523144,2021
BURGLARY OF VEHICLE,30.29246578,-97.72275227,2021
FAMILY DISTURBANCE,30.41441318,-97.67315985,2021
MAIL THEFT,30.21092632,-97.76587528,2021
CRIMINAL MISCHIEF,30.19299708,-97.76505365,2021
THEFT OF SERVICE,30.36582905,-97.69453919,2021
BURGLARY OF VEHICLE,30.34715945,-97.80037855,2021
BURGLARY OF RESIDENCE,30.40943014,-97.71868998,2021
BURGLARY NON RESIDENCE,30.25959311,-97.69119803,2021
AIRPORT - CRIMINAL TRESPASS,30.20200809,-97.6668813,2021
THEFT-NO SUSPECT/FOLLOWUP,30.23775992,-97.68583085,2021
DISTURBANCE - OTHER,30.45092914,-97.78260369,2021
MAIL THEFT,30.20389604,-97.85789327,2021
THEFT,30.32860184,-97.77634525,2021
BURGLARY NON RESIDENCE,30.26701898,-97.74495761,2021
FRAUD - OTHER,30.23115278,-97.74078463,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.21714698,-97.85321203,2021
VIOL CITY ORDINANCE - SOUND,30.30100428,-97.74057224,2021
CRIMINAL MISCHIEF-NO SUSPECT,30.24424802,-97.75472906,2021
BURGLARY OF VEHICLE,30.3850144,-97.76673129,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.47636795,-97.78500704,2021
AUTO THEFT,30.44908145,-97.78263038,2021
AUTO THEFT,30.33316291,-97.80859647,2021
DOC DISCHARGE GUN - PUB PLACE,30.19299708,-97.76505365,2021
FAMILY DISTURBANCE,30.30930154,-97.74449234,2021
FAMILY DISTURBANCE,30.35401211,-97.71648805,2021
FAMILY DISTURBANCE,30.2290038,-97.70310131,2021
INDECENT EXPOSURE,30.20054345,-97.78568087,2021
BURGLARY OF VEHICLE,30.38998936,-97.71849699,2021
CRIMINAL MISCHIEF,30.36679701,-97.69560063,2021
BURGLARY OF RESIDENCE,30.30556494,-97.71772251,2021
BURGLARY OF COIN-OP MACHINE,30.27220461,-97.69806164,2021
AUTO THEFT,30.20809475,-97.75526029,2021
AUTO THEFT,30.33140685,-97.68487489,2021
DWI 2ND,30.24307585,-97.80019122,2021
CRIMINAL MISCHIEF,30.17357286,-97.81326921,2021
CRIMINAL MISCHIEF-NO SUSPECT,30.25702438,-97.88358339,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.19320783,-97.83929143,2021
THEFT,30.38973342,-97.64647729,2021
IDENTITY THEFT,30.27885084,-97.75436562,2021
DISTURBANCE - OTHER,30.27141771,-97.69684417,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.30033512,-97.62326346,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.37082516,-97.72242958,2021
CRIMINAL MISCHIEF,30.44405999,-97.66760531,2021
DISTURBANCE - OTHER,30.3522535,-97.69281751,2021
CRIMINAL TRESPASS,30.35905882,-97.73460323,2021
ASSAULT WITH INJURY,30.2679761,-97.73761583,2021
THEFT,30.22664294,-97.72105703,2021
THEFT OF TRAILER,30.1685753,-97.7847764,2021
FAMILY DISTURBANCE,30.35019863,-97.68786317,2021
HARASSMENT,30.2344781,-97.87770978,2021
DOC DISCHARGE GUN - PUB PLACE,30.35791759,-97.71486928,2021
THEFT OF SERVICE,30.23581695,-97.72262067,2021
THEFT BY SHOPLIFTING,30.27883383,-97.74179832,2021
AUTO THEFT,30.41695319,-97.75625595,2021
THEFT FROM BUILDING,30.39703797,-97.75023971,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.3719033,-97.6924698,2021
MAIL THEFT,30.40036864,-97.65012802,2021
TERRORISTIC THREAT,30.29373917,-97.62753725,2021
FAMILY DISTURBANCE,30.42353637,-97.68034081,2021
ASSAULT WITH INJURY,30.37260442,-97.71917772,2021
THEFT,30.38214765,-97.70072591,2021
THEFT,30.35110001,-97.75713055,2021
ASSAULT WITH INJURY,30.23276305,-97.68412757,2021
CRIMINAL TRESPASS,30.29246578,-97.72275227,2021
AUTO THEFT,30.38264891,-97.70183205,2021
CRIMINAL TRESPASS,30.21270062,-97.70515393,2021
ASSAULT BY THREAT,30.20507119,-97.75248167,2021
FORGERY AND PASSING,30.36372212,-97.78110725,2021
POSS OF FIREARM BY FELON,30.26811598,-97.72784032,2021
POSS CONTROLLED SUB/NARCOTIC,30.20541172,-97.75833052,2021
BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,30.21267255,-97.71492721,2021
THEFT,30.27864104,-97.7405613,2021
AUTO THEFT,30.24534161,-97.75741147,2021
MAIL THEFT,30.29295094,-97.75254681,2021
UNLAWFUL CARRYING WEAPON,30.21363805,-97.70540077,2021
BURGLARY OF VEHICLE,30.40711173,-97.79054705,2021
CRIMINAL TRESPASS/IN VEHICLE,30.20528682,-97.75950544,2021
FAMILY DISTURBANCE,30.43798685,-97.83720369,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.25571158,-97.7625396,2021
THEFT OF SERVICE,30.35600146,-97.64197152,2021
IDENTITY THEFT,30.19082816,-97.81411085,2021
DWI  .15 BAC OR ABOVE,30.31920676,-97.69851841,2021
AUTO THEFT,30.43228935,-97.84065841,2021
BURGLARY OF VEHICLE,30.40526665,-97.67189551,2021
AUTO THEFT,30.24850066,-97.73393875,2021
BURGLARY NON RESIDENCE,30.19731659,-97.77213239,2021
FAILURE TO REG AS SEX OFFENDER,,,2021
RAPE,,,2021
AGG ASSAULT,,,2021
FORCED SODOMY OF CHILD,,,2021
BURGLARY NON RESIDENCE,30.15276867,-97.76150522,2021
MAIL THEFT,30.25467222,-97.88397888,2021
THEFT OF METAL,30.20270648,-97.71700218,2021
BURGLARY OF VEHICLE,30.32884413,-97.64198083,2021
BURGLARY OF RESIDENCE,30.23525217,-97.76323626,2021
BURGLARY OF RESIDENCE,30.32899857,-97.709405,2021
FRAUD - OTHER,30.25264691,-97.77128568,2021
MAIL THEFT,30.26569249,-97.70787788,2021
BURGLARY OF VEHICLE,30.24347409,-97.72722227,2021
BURGLARY NON RESIDENCE,30.48051276,-97.76953439,2021
FAMILY DISTURBANCE,30.36871033,-97.70372535,2021
HARASSMENT,30.36568911,-97.73130676,2021
THEFT BY SHOPLIFTING,30.33336062,-97.74077119,2021
FAMILY DISTURBANCE,30.22527126,-97.72757408,2021
ROBBERY BY ASSAULT,30.37423477,-97.72685106,2021
EVADING VEHICLE,30.3831103,-97.76998915,2021
CRIMINAL MISCHIEF,30.34160651,-97.72248789,2021
DISTURBANCE - OTHER,30.26099113,-97.73738858,2021
THEFT OF AUTO PARTS,30.29986863,-97.70708128,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.26342585,-97.73145528,2021
CRIMINAL MISCHIEF,30.37203604,-97.71477459,2021
POSS OF FIREARM BY FELON,30.18836611,-97.76809886,2021
BURGLARY OF VEHICLE,30.38348999,-97.77123529,2021
CRIMINAL MISCHIEF,30.23178511,-97.73358097,2021
FAMILY DISTURBANCE,30.25370054,-97.73714423,2021
FAMILY DISTURBANCE,30.30755468,-97.67805181,2021
MAIL THEFT,30.25709652,-97.8856313,2021
ASSAULT BY THREAT,30.29809328,-97.70714861,2021
CRIMINAL MISCHIEF,30.25169694,-97.72921793,2021
IDENTITY THEFT,30.27248868,-97.72349846,2021
CRIMINAL TRESPASS,30.23731064,-97.79502108,2021
DWI 2ND,30.22302803,-97.76369772,2021
ASSAULT WITH INJURY,30.27331616,-97.74612912,2021
DWI,30.26990443,-97.74211724,2021
BURGLARY OF VEHICLE,30.30738273,-97.70923515,2021
FAMILY DISTURBANCE,30.26755343,-97.73467415,2021
MAIL THEFT,30.42347436,-97.75584992,2021
BURGLARY OF VEHICLE,30.29948141,-97.70804903,2021
BURGLARY OF VEHICLE,30.35339807,-97.79694513,2021
AGG ASSAULT,30.45864756,-97.79236176,2021
THEFT,30.39588717,-97.67969927,2021
THEFT CATALYTIC CONVERTER,30.25408651,-97.74711642,2021
BURGLARY NON RESIDENCE,30.23358122,-97.68592007,2021
BURGLARY OF VEH-NO SUSPECT/FU,30.16431985,-97.78791761,2021
THEFT,30.22072761,-97.86116717,2021
ASSAULT BY THREAT,30.15613523,-97.7923582,2021
